Solver, Instance, Result
Gurobi(comp 1 thread), chromaticindex128-5.opb, 4.0
Gurobi(heur 1 thread), chromaticindex128-5.opb, 4.0
LS-PBO-dynamic, chromaticindex128-5.opb, 4.0
FiberSCIP, chromaticindex128-5.opb, 4.0
Gurobi(comp 32 thread), chromaticindex128-5.opb, 4.0
Gurobi(heur 32 thread), chromaticindex128-5.opb, 4.0
ParLS-PBO, chromaticindex128-5.opb, 4.0
V1, chromaticindex128-5.opb, 4.0
V2, chromaticindex128-5.opb, 4.0
ParLS-PBO(4 thread), chromaticindex128-5.opb, 4.0
ParLS-PBO(8 thread), chromaticindex128-5.opb, 4.0
ParLS-PBO(16 thread), chromaticindex128-5.opb, 4.0
LS-PBO, chromaticindex256-8.opb, 4.0
DeciLS-PBO, chromaticindex256-8.opb, 4.0
PBO-IHS, chromaticindex256-8.opb, 4.0
Hybrid, chromaticindex256-8.opb, 4.0
SCIP, chromaticindex256-8.opb, 4.0
Gurobi(comp 1 thread), chromaticindex256-8.opb, 4.0
Gurobi(heur 1 thread), chromaticindex256-8.opb, 4.0
LS-PBO-dynamic, chromaticindex256-8.opb, 4.0
FiberSCIP, chromaticindex256-8.opb, 4.0
Gurobi(comp 32 thread), chromaticindex256-8.opb, 4.0
Gurobi(heur 32 thread), chromaticindex256-8.opb, 4.0
ParLS-PBO, chromaticindex256-8.opb, 4.0
V1, chromaticindex256-8.opb, 4.0
V2, chromaticindex256-8.opb, 4.0
ParLS-PBO(4 thread), chromaticindex256-8.opb, 4.0
ParLS-PBO(8 thread), chromaticindex256-8.opb, 4.0
ParLS-PBO(16 thread), chromaticindex256-8.opb, 4.0
LS-PBO, chromaticindex32-8.opb, 4.0
DeciLS-PBO, chromaticindex32-8.opb, 4.0
PBO-IHS, chromaticindex32-8.opb, 4.0
Hybrid, chromaticindex32-8.opb, 4.0
SCIP, chromaticindex32-8.opb, 4.0
Gurobi(comp 1 thread), chromaticindex32-8.opb, 4.0
Gurobi(heur 1 thread), chromaticindex32-8.opb, 4.0
LS-PBO-dynamic, chromaticindex32-8.opb, 4.0
FiberSCIP, chromaticindex32-8.opb, 4.0
Gurobi(comp 32 thread), chromaticindex32-8.opb, 4.0
Gurobi(heur 32 thread), chromaticindex32-8.opb, 4.0
ParLS-PBO, chromaticindex32-8.opb, 4.0
V1, chromaticindex32-8.opb, 4.0
V2, chromaticindex32-8.opb, 4.0
ParLS-PBO(4 thread), chromaticindex32-8.opb, 4.0
ParLS-PBO(8 thread), chromaticindex32-8.opb, 4.0
ParLS-PBO(16 thread), chromaticindex32-8.opb, 4.0
LS-PBO, chromaticindex512-7.opb, 4.0
DeciLS-PBO, chromaticindex512-7.opb, 4.0
PBO-IHS, chromaticindex512-7.opb, 4.0
Hybrid, chromaticindex512-7.opb, 4.0
SCIP, chromaticindex512-7.opb, 4.0
Gurobi(comp 1 thread), chromaticindex512-7.opb, 4.0
Gurobi(heur 1 thread), chromaticindex512-7.opb, 4.0
LS-PBO-dynamic, chromaticindex512-7.opb, 4.0
FiberSCIP, chromaticindex512-7.opb, 4.0
Gurobi(comp 32 thread), chromaticindex512-7.opb, 4.0
Gurobi(heur 32 thread), chromaticindex512-7.opb, 4.0
ParLS-PBO, chromaticindex512-7.opb, 4.0
V1, chromaticindex512-7.opb, 4.0
V2, chromaticindex512-7.opb, 4.0
ParLS-PBO(4 thread), chromaticindex512-7.opb, 4.0
ParLS-PBO(8 thread), chromaticindex512-7.opb, 4.0
ParLS-PBO(16 thread), chromaticindex512-7.opb, 4.0
LS-PBO, circ10-3.opb, 354.0
DeciLS-PBO, circ10-3.opb, 352.0
PBO-IHS, circ10-3.opb, 352.0
Hybrid, circ10-3.opb, 312.0
SCIP, circ10-3.opb, N/A
Gurobi(comp 1 thread), circ10-3.opb, N/A
Gurobi(heur 1 thread), circ10-3.opb, 312.0
LS-PBO-dynamic, circ10-3.opb, 304.0
FiberSCIP, circ10-3.opb, N/A
Gurobi(comp 32 thread), circ10-3.opb, N/A
Gurobi(heur 32 thread), circ10-3.opb, N/A
ParLS-PBO, circ10-3.opb, 284.0
V1, circ10-3.opb, 284.0
V2, circ10-3.opb, 284.0
ParLS-PBO(4 thread), circ10-3.opb, 284.0
ParLS-PBO(8 thread), circ10-3.opb, 284.0
ParLS-PBO(16 thread), circ10-3.opb, 272.0
LS-PBO, co-100.opb, 1545179.0
DeciLS-PBO, co-100.opb, 1542264.0
PBO-IHS, co-100.opb, 1542264.0
Hybrid, co-100.opb, 1542264.0
SCIP, co-100.opb, N/A
Gurobi(comp 1 thread), co-100.opb, 1474500.0
Gurobi(heur 1 thread), co-100.opb, 1474500.0
LS-PBO-dynamic, co-100.opb, 1474500.0
FiberSCIP, co-100.opb, N/A
Gurobi(comp 32 thread), co-100.opb, 1474500.0
Gurobi(heur 32 thread), co-100.opb, 1474500.0
ParLS-PBO, co-100.opb, 1474500.0
V1, co-100.opb, 1474500.0
V2, co-100.opb, 1474500.0
ParLS-PBO(4 thread), co-100.opb, 1474500.0
ParLS-PBO(8 thread), co-100.opb, 1474500.0
ParLS-PBO(16 thread), co-100.opb, 1474500.0
LS-PBO, cod105.opb, -12.0
DeciLS-PBO, cod105.opb, -12.0
PBO-IHS, cod105.opb, -12.0
Hybrid, cod105.opb, -12.0
SCIP, cod105.opb, -12.0
Gurobi(comp 1 thread), cod105.opb, -12.0
Gurobi(heur 1 thread), cod105.opb, -12.0
LS-PBO-dynamic, cod105.opb, -12.0
FiberSCIP, cod105.opb, -12.0
Gurobi(comp 32 thread), cod105.opb, -12.0
Gurobi(heur 32 thread), cod105.opb, -12.0
ParLS-PBO, cod105.opb, -12.0
V1, cod105.opb, -12.0
V2, cod105.opb, -12.0
ParLS-PBO(4 thread), cod105.opb, -12.0
ParLS-PBO(8 thread), cod105.opb, -12.0
ParLS-PBO(16 thread), cod105.opb, -12.0
LS-PBO, cov1075.opb, 20.0
DeciLS-PBO, cov1075.opb, 20.0
PBO-IHS, cov1075.opb, 20.0
Hybrid, cov1075.opb, 20.0
SCIP, cov1075.opb, 20.0
Gurobi(comp 1 thread), cov1075.opb, 20.0
Gurobi(heur 1 thread), cov1075.opb, 20.0
LS-PBO-dynamic, cov1075.opb, 20.0
FiberSCIP, cov1075.opb, 20.0
Gurobi(comp 32 thread), cov1075.opb, 20.0
Gurobi(heur 32 thread), cov1075.opb, 20.0
ParLS-PBO, cov1075.opb, 20.0
V1, cov1075.opb, 20.0
V2, cov1075.opb, 20.0
ParLS-PBO(4 thread), cov1075.opb, 20.0
ParLS-PBO(8 thread), cov1075.opb, 20.0
ParLS-PBO(16 thread), cov1075.opb, 20.0
LS-PBO, cracpb1.opb, 22199.0
DeciLS-PBO, cracpb1.opb, 22199.0
PBO-IHS, cracpb1.opb, 22199.0
Hybrid, cracpb1.opb, 22199.0
SCIP, cracpb1.opb, 22199.0
Gurobi(comp 1 thread), cracpb1.opb, 22199.0
Gurobi(heur 1 thread), cracpb1.opb, 22199.0
LS-PBO-dynamic, cracpb1.opb, 22199.0
FiberSCIP, cracpb1.opb, 22199.0
Gurobi(comp 32 thread), cracpb1.opb, 22199.0
Gurobi(heur 32 thread), cracpb1.opb, 22199.0
ParLS-PBO, cracpb1.opb, 22199.0
V1, cracpb1.opb, 22199.0
V2, cracpb1.opb, 22199.0
ParLS-PBO(4 thread), cracpb1.opb, 22199.0
ParLS-PBO(8 thread), cracpb1.opb, 22199.0
ParLS-PBO(16 thread), cracpb1.opb, 22199.0
LS-PBO, cvs08r139-94.opb, -115.0
DeciLS-PBO, cvs08r139-94.opb, -115.0
PBO-IHS, cvs08r139-94.opb, -115.0
Hybrid, cvs08r139-94.opb, -115.0
SCIP, cvs08r139-94.opb, -115.0
Gurobi(comp 1 thread), cvs08r139-94.opb, -115.0
Gurobi(heur 1 thread), cvs08r139-94.opb, -116.0
LS-PBO-dynamic, cvs08r139-94.opb, -116.0
FiberSCIP, cvs08r139-94.opb, -116.0
Gurobi(comp 32 thread), cvs08r139-94.opb, -116.0
Gurobi(heur 32 thread), cvs08r139-94.opb, -116.0
ParLS-PBO, cvs08r139-94.opb, -116.0
V1, cvs08r139-94.opb, -116.0
V2, cvs08r139-94.opb, -116.0
ParLS-PBO(4 thread), cvs08r139-94.opb, -116.0
ParLS-PBO(8 thread), cvs08r139-94.opb, -116.0
ParLS-PBO(16 thread), cvs08r139-94.opb, -116.0
LS-PBO, cvs16r106-72.opb, -79.0
DeciLS-PBO, cvs16r106-72.opb, -79.0
PBO-IHS, cvs16r106-72.opb, -79.0
Hybrid, cvs16r106-72.opb, -79.0
SCIP, cvs16r106-72.opb, -80.0
Gurobi(comp 1 thread), cvs16r106-72.opb, -80.0
Gurobi(heur 1 thread), cvs16r106-72.opb, -81.0
LS-PBO-dynamic, cvs16r106-72.opb, -81.0
FiberSCIP, cvs16r106-72.opb, -81.0
Gurobi(comp 32 thread), cvs16r106-72.opb, -81.0
Gurobi(heur 32 thread), cvs16r106-72.opb, -81.0
ParLS-PBO, cvs16r106-72.opb, -81.0
V1, cvs16r106-72.opb, -81.0
V2, cvs16r106-72.opb, -81.0
ParLS-PBO(4 thread), cvs16r106-72.opb, -81.0
ParLS-PBO(8 thread), cvs16r106-72.opb, -81.0
ParLS-PBO(16 thread), cvs16r106-72.opb, -81.0
LS-PBO, cvs16r128-89.opb, -96.0
DeciLS-PBO, cvs16r128-89.opb, -96.0
PBO-IHS, cvs16r128-89.opb, -96.0
Hybrid, cvs16r128-89.opb, -96.0
SCIP, cvs16r128-89.opb, -96.0
Gurobi(comp 1 thread), cvs16r128-89.opb, -96.0
Gurobi(heur 1 thread), cvs16r128-89.opb, -97.0
LS-PBO-dynamic, cvs16r128-89.opb, -97.0
FiberSCIP, cvs16r128-89.opb, -97.0
Gurobi(comp 32 thread), cvs16r128-89.opb, -97.0
Gurobi(heur 32 thread), cvs16r128-89.opb, -97.0
ParLS-PBO, cvs16r128-89.opb, -97.0
V1, cvs16r128-89.opb, -97.0
V2, cvs16r128-89.opb, -97.0
ParLS-PBO(4 thread), cvs16r128-89.opb, -97.0
ParLS-PBO(8 thread), cvs16r128-89.opb, -97.0
ParLS-PBO(16 thread), cvs16r128-89.opb, -97.0
LS-PBO, cvs16r70-62.opb, -42.0
DeciLS-PBO, cvs16r70-62.opb, -42.0
PBO-IHS, cvs16r70-62.opb, -42.0
Hybrid, cvs16r70-62.opb, -42.0
SCIP, cvs16r70-62.opb, -42.0
Gurobi(comp 1 thread), cvs16r70-62.opb, -42.0
Gurobi(heur 1 thread), cvs16r70-62.opb, -42.0
LS-PBO-dynamic, cvs16r70-62.opb, -42.0
FiberSCIP, cvs16r70-62.opb, -42.0
Gurobi(comp 32 thread), cvs16r70-62.opb, -42.0
Gurobi(heur 32 thread), cvs16r70-62.opb, -42.0
ParLS-PBO, cvs16r70-62.opb, -42.0
V1, cvs16r70-62.opb, -42.0
V2, cvs16r70-62.opb, -42.0
ParLS-PBO(4 thread), cvs16r70-62.opb, -42.0
ParLS-PBO(8 thread), cvs16r70-62.opb, -42.0
ParLS-PBO(16 thread), cvs16r70-62.opb, -42.0
LS-PBO, cvs16r89-60.opb, -65.0
DeciLS-PBO, cvs16r89-60.opb, -65.0
PBO-IHS, cvs16r89-60.opb, -65.0
Hybrid, cvs16r89-60.opb, -65.0
SCIP, cvs16r89-60.opb, -65.0
Gurobi(comp 1 thread), cvs16r89-60.opb, -65.0
Gurobi(heur 1 thread), cvs16r89-60.opb, -65.0
LS-PBO-dynamic, cvs16r89-60.opb, -65.0
FiberSCIP, cvs16r89-60.opb, -65.0
Gurobi(comp 32 thread), cvs16r89-60.opb, -65.0
Gurobi(heur 32 thread), cvs16r89-60.opb, -65.0
ParLS-PBO, cvs16r89-60.opb, -65.0
V1, cvs16r89-60.opb, -65.0
V2, cvs16r89-60.opb, -65.0
ParLS-PBO(4 thread), cvs16r89-60.opb, -65.0
ParLS-PBO(8 thread), cvs16r89-60.opb, -65.0
ParLS-PBO(16 thread), cvs16r89-60.opb, -65.0
LS-PBO, datt256.opb, N/A
DeciLS-PBO, datt256.opb, N/A
PBO-IHS, datt256.opb, N/A
Hybrid, datt256.opb, N/A
SCIP, datt256.opb, N/A
Gurobi(comp 1 thread), datt256.opb, N/A
Gurobi(heur 1 thread), datt256.opb, N/A
LS-PBO-dynamic, datt256.opb, N/A
FiberSCIP, datt256.opb, N/A
Gurobi(comp 32 thread), datt256.opb, N/A
Gurobi(heur 32 thread), datt256.opb, N/A
ParLS-PBO, datt256.opb, N/A
V1, datt256.opb, N/A
V2, datt256.opb, N/A
ParLS-PBO(4 thread), datt256.opb, N/A
ParLS-PBO(8 thread), datt256.opb, N/A
ParLS-PBO(16 thread), datt256.opb, N/A
LS-PBO, disctom.opb, -5000.0
DeciLS-PBO, disctom.opb, -5000.0
PBO-IHS, disctom.opb, -5000.0
Hybrid, disctom.opb, -5000.0
SCIP, disctom.opb, -5000.0
Gurobi(comp 1 thread), disctom.opb, -5000.0
Gurobi(heur 1 thread), disctom.opb, -5000.0
LS-PBO-dynamic, disctom.opb, -5000.0
FiberSCIP, disctom.opb, -5000.0
Gurobi(comp 32 thread), disctom.opb, -5000.0
Gurobi(heur 32 thread), disctom.opb, -5000.0
ParLS-PBO, disctom.opb, -5000.0
V1, disctom.opb, -5000.0
V2, disctom.opb, -5000.0
ParLS-PBO(4 thread), disctom.opb, -5000.0
ParLS-PBO(8 thread), disctom.opb, -5000.0
ParLS-PBO(16 thread), disctom.opb, -5000.0
LS-PBO, ds-big.opb, N/A
DeciLS-PBO, ds-big.opb, N/A
PBO-IHS, ds-big.opb, 12003760.0
Hybrid, ds-big.opb, N/A
SCIP, ds-big.opb, N/A
Gurobi(comp 1 thread), ds-big.opb, 734854.0
Gurobi(heur 1 thread), ds-big.opb, 734854.0
LS-PBO-dynamic, ds-big.opb, N/A
FiberSCIP, ds-big.opb, N/A
Gurobi(comp 32 thread), ds-big.opb, 734854.0
Gurobi(heur 32 thread), ds-big.opb, 562608.0
ParLS-PBO, ds-big.opb, N/A
V1, ds-big.opb, N/A
V2, ds-big.opb, N/A
ParLS-PBO(4 thread), ds-big.opb, N/A
ParLS-PBO(8 thread), ds-big.opb, N/A
ParLS-PBO(16 thread), ds-big.opb, N/A
LS-PBO, ds.opb, 2558695.0
DeciLS-PBO, ds.opb, 2440746.0
PBO-IHS, ds.opb, 2440746.0
Hybrid, ds.opb, N/A
SCIP, ds.opb, 2440746.0
Gurobi(comp 1 thread), ds.opb, 1955050.0
Gurobi(heur 1 thread), ds.opb, 1277400.0
LS-PBO-dynamic, ds.opb, 1277400.0
FiberSCIP, ds.opb, 1277400.0
Gurobi(comp 32 thread), ds.opb, 1229350.0
Gurobi(heur 32 thread), ds.opb, 1229350.0
ParLS-PBO, ds.opb, 1229350.0
V1, ds.opb, 1229350.0
V2, ds.opb, 1229350.0
ParLS-PBO(4 thread), ds.opb, 1229350.0
ParLS-PBO(8 thread), ds.opb, 1229350.0
ParLS-PBO(16 thread), ds.opb, 1229350.0
LS-PBO, eil33-2.opb, 406100.0
DeciLS-PBO, eil33-2.opb, 406100.0
PBO-IHS, eil33-2.opb, 383369.0
Hybrid, eil33-2.opb, 383369.0
SCIP, eil33-2.opb, 383369.0
Gurobi(comp 1 thread), eil33-2.opb, 383369.0
Gurobi(heur 1 thread), eil33-2.opb, 383369.0
LS-PBO-dynamic, eil33-2.opb, 383369.0
FiberSCIP, eil33-2.opb, 383369.0
Gurobi(comp 32 thread), eil33-2.opb, 383369.0
Gurobi(heur 32 thread), eil33-2.opb, 383369.0
ParLS-PBO, eil33-2.opb, 383369.0
V1, eil33-2.opb, 383369.0
V2, eil33-2.opb, 383369.0
ParLS-PBO(4 thread), eil33-2.opb, 383369.0
ParLS-PBO(8 thread), eil33-2.opb, 383369.0
ParLS-PBO(16 thread), eil33-2.opb, 383369.0
LS-PBO, eilA101-2.opb, 61711.0
DeciLS-PBO, eilA101-2.opb, 57631.0
PBO-IHS, eilA101-2.opb, 57631.0
Hybrid, eilA101-2.opb, N/A
SCIP, eilA101-2.opb, N/A
Gurobi(comp 1 thread), eilA101-2.opb, 42997.0
Gurobi(heur 1 thread), eilA101-2.opb, 41756.0
LS-PBO-dynamic, eilA101-2.opb, 41756.0
FiberSCIP, eilA101-2.opb, N/A
Gurobi(comp 32 thread), eilA101-2.opb, 41756.0
Gurobi(heur 32 thread), eilA101-2.opb, 41756.0
ParLS-PBO, eilA101-2.opb, 41756.0
V1, eilA101-2.opb, 41756.0
V2, eilA101-2.opb, 41756.0
ParLS-PBO(4 thread), eilA101-2.opb, 41756.0
ParLS-PBO(8 thread), eilA101-2.opb, 41756.0
ParLS-PBO(16 thread), eilA101-2.opb, 41756.0
LS-PBO, eilB101.opb, 1905014.0
DeciLS-PBO, eilB101.opb, 1886568.0
PBO-IHS, eilB101.opb, 1726630.0
Hybrid, eilB101.opb, 1726630.0
SCIP, eilB101.opb, 1726630.0
Gurobi(comp 1 thread), eilB101.opb, 1726630.0
Gurobi(heur 1 thread), eilB101.opb, 1726630.0
LS-PBO-dynamic, eilB101.opb, 1726630.0
FiberSCIP, eilB101.opb, 1726630.0
Gurobi(comp 32 thread), eilB101.opb, 1726630.0
Gurobi(heur 32 thread), eilB101.opb, 1726630.0
ParLS-PBO, eilB101.opb, 1726630.0
V1, eilB101.opb, 1726630.0
V2, eilB101.opb, 1726630.0
ParLS-PBO(4 thread), eilB101.opb, 1726630.0
ParLS-PBO(8 thread), eilB101.opb, 1726630.0
ParLS-PBO(16 thread), eilB101.opb, 1726630.0
LS-PBO, eilC76-2.opb, 113968.0
DeciLS-PBO, eilC76-2.opb, 113968.0
PBO-IHS, eilC76-2.opb, 113968.0
Hybrid, eilC76-2.opb, 113758.0
SCIP, eilC76-2.opb, N/A
Gurobi(comp 1 thread), eilC76-2.opb, 91440.0
Gurobi(heur 1 thread), eilC76-2.opb, 91440.0
LS-PBO-dynamic, eilC76-2.opb, 91440.0
FiberSCIP, eilC76-2.opb, N/A
Gurobi(comp 32 thread), eilC76-2.opb, 91440.0
Gurobi(heur 32 thread), eilC76-2.opb, 91440.0
ParLS-PBO, eilC76-2.opb, 91440.0
V1, eilC76-2.opb, 91440.0
V2, eilC76-2.opb, 91440.0
ParLS-PBO(4 thread), eilC76-2.opb, 91440.0
ParLS-PBO(8 thread), eilC76-2.opb, 91440.0
ParLS-PBO(16 thread), eilC76-2.opb, 91440.0
LS-PBO, enigma.opb, N/A
DeciLS-PBO, enigma.opb, N/A
PBO-IHS, enigma.opb, 0.0
Hybrid, enigma.opb, 0.0
SCIP, enigma.opb, 0.0
Gurobi(comp 1 thread), enigma.opb, 0.0
Gurobi(heur 1 thread), enigma.opb, 0.0
LS-PBO-dynamic, enigma.opb, N/A
FiberSCIP, enigma.opb, 0.0
Gurobi(comp 32 thread), enigma.opb, 0.0
Gurobi(heur 32 thread), enigma.opb, 0.0
ParLS-PBO, enigma.opb, N/A
V1, enigma.opb, N/A
V2, enigma.opb, N/A
ParLS-PBO(4 thread), enigma.opb, N/A
ParLS-PBO(8 thread), enigma.opb, N/A
ParLS-PBO(16 thread), enigma.opb, N/A
LS-PBO, ex1010-pi.opb, 270.0
DeciLS-PBO, ex1010-pi.opb, 270.0
PBO-IHS, ex1010-pi.opb, 270.0
Hybrid, ex1010-pi.opb, 270.0
SCIP, ex1010-pi.opb, 252.0
Gurobi(comp 1 thread), ex1010-pi.opb, 242.0
Gurobi(heur 1 thread), ex1010-pi.opb, 242.0
LS-PBO-dynamic, ex1010-pi.opb, 238.0
FiberSCIP, ex1010-pi.opb, 238.0
Gurobi(comp 32 thread), ex1010-pi.opb, 238.0
Gurobi(heur 32 thread), ex1010-pi.opb, 238.0
ParLS-PBO, ex1010-pi.opb, 238.0
V1, ex1010-pi.opb, 236.0
V2, ex1010-pi.opb, 236.0
ParLS-PBO(4 thread), ex1010-pi.opb, 236.0
ParLS-PBO(8 thread), ex1010-pi.opb, 236.0
ParLS-PBO(16 thread), ex1010-pi.opb, 236.0
LS-PBO, ex9.opb, 81.0
DeciLS-PBO, ex9.opb, 81.0
PBO-IHS, ex9.opb, 81.0
Hybrid, ex9.opb, 81.0
SCIP, ex9.opb, 81.0
Gurobi(comp 1 thread), ex9.opb, 81.0
Gurobi(heur 1 thread), ex9.opb, 81.0
LS-PBO-dynamic, ex9.opb, 81.0
FiberSCIP, ex9.opb, 81.0
Gurobi(comp 32 thread), ex9.opb, 81.0
Gurobi(heur 32 thread), ex9.opb, 81.0
ParLS-PBO, ex9.opb, 81.0
V1, ex9.opb, 81.0
V2, ex9.opb, 81.0
ParLS-PBO(4 thread), ex9.opb, 81.0
ParLS-PBO(8 thread), ex9.opb, 81.0
ParLS-PBO(16 thread), ex9.opb, 81.0
LS-PBO, f2000.opb, N/A
DeciLS-PBO, f2000.opb, N/A
PBO-IHS, f2000.opb, N/A
Hybrid, f2000.opb, N/A
SCIP, f2000.opb, N/A
Gurobi(comp 1 thread), f2000.opb, N/A
Gurobi(heur 1 thread), f2000.opb, N/A
LS-PBO-dynamic, f2000.opb, N/A
FiberSCIP, f2000.opb, N/A
Gurobi(comp 32 thread), f2000.opb, N/A
Gurobi(heur 32 thread), f2000.opb, N/A
ParLS-PBO, f2000.opb, N/A
V1, f2000.opb, N/A
V2, f2000.opb, N/A
ParLS-PBO(4 thread), f2000.opb, N/A
ParLS-PBO(8 thread), f2000.opb, N/A
ParLS-PBO(16 thread), f2000.opb, N/A
LS-PBO, f2gap201600.opb, 76453.0
DeciLS-PBO, f2gap201600.opb, 76453.0
PBO-IHS, f2gap201600.opb, N/A
Hybrid, f2gap201600.opb, N/A
SCIP, f2gap201600.opb, 76453.0
Gurobi(comp 1 thread), f2gap201600.opb, 76453.0
Gurobi(heur 1 thread), f2gap201600.opb, 76453.0
LS-PBO-dynamic, f2gap201600.opb, 76453.0
FiberSCIP, f2gap201600.opb, 76453.0
Gurobi(comp 32 thread), f2gap201600.opb, 76453.0
Gurobi(heur 32 thread), f2gap201600.opb, 76453.0
ParLS-PBO, f2gap201600.opb, 76453.0
V1, f2gap201600.opb, 76453.0
V2, f2gap201600.opb, 76453.0
ParLS-PBO(4 thread), f2gap201600.opb, 76453.0
ParLS-PBO(8 thread), f2gap201600.opb, 76453.0
ParLS-PBO(16 thread), f2gap201600.opb, 76453.0
LS-PBO, f2gap401600.opb, 82307.0
DeciLS-PBO, f2gap401600.opb, 82307.0
PBO-IHS, f2gap401600.opb, N/A
Hybrid, f2gap401600.opb, N/A
SCIP, f2gap401600.opb, 82307.0
Gurobi(comp 1 thread), f2gap401600.opb, 82307.0
Gurobi(heur 1 thread), f2gap401600.opb, 82307.0
LS-PBO-dynamic, f2gap401600.opb, 82307.0
FiberSCIP, f2gap401600.opb, 82307.0
Gurobi(comp 32 thread), f2gap401600.opb, 82307.0
Gurobi(heur 32 thread), f2gap401600.opb, 82307.0
ParLS-PBO, f2gap401600.opb, 82307.0
V1, f2gap401600.opb, 82307.0
V2, f2gap401600.opb, 82307.0
ParLS-PBO(4 thread), f2gap401600.opb, 82307.0
ParLS-PBO(8 thread), f2gap401600.opb, 82307.0
ParLS-PBO(16 thread), f2gap401600.opb, 82307.0
LS-PBO, f2gap40400.opb, 20772.0
DeciLS-PBO, f2gap40400.opb, 20772.0
PBO-IHS, f2gap40400.opb, N/A
Hybrid, f2gap40400.opb, N/A
SCIP, f2gap40400.opb, 20772.0
Gurobi(comp 1 thread), f2gap40400.opb, 20772.0
Gurobi(heur 1 thread), f2gap40400.opb, 20772.0
LS-PBO-dynamic, f2gap40400.opb, 20772.0
FiberSCIP, f2gap40400.opb, 20772.0
Gurobi(comp 32 thread), f2gap40400.opb, 20772.0
Gurobi(heur 32 thread), f2gap40400.opb, 20772.0
ParLS-PBO, f2gap40400.opb, 20772.0
V1, f2gap40400.opb, 20772.0
V2, f2gap40400.opb, 20772.0
ParLS-PBO(4 thread), f2gap40400.opb, 20772.0
ParLS-PBO(8 thread), f2gap40400.opb, 20772.0
ParLS-PBO(16 thread), f2gap40400.opb, 20772.0
LS-PBO, f2gap801600.opb, 86679.0
DeciLS-PBO, f2gap801600.opb, 86679.0
PBO-IHS, f2gap801600.opb, N/A
Hybrid, f2gap801600.opb, N/A
SCIP, f2gap801600.opb, 86679.0
Gurobi(comp 1 thread), f2gap801600.opb, 86679.0
Gurobi(heur 1 thread), f2gap801600.opb, 86679.0
LS-PBO-dynamic, f2gap801600.opb, 86679.0
FiberSCIP, f2gap801600.opb, 86679.0
Gurobi(comp 32 thread), f2gap801600.opb, 86679.0
Gurobi(heur 32 thread), f2gap801600.opb, 86679.0
ParLS-PBO, f2gap801600.opb, 86679.0
V1, f2gap801600.opb, 86679.0
V2, f2gap801600.opb, 86679.0
ParLS-PBO(4 thread), f2gap801600.opb, 86679.0
ParLS-PBO(8 thread), f2gap801600.opb, 86679.0
ParLS-PBO(16 thread), f2gap801600.opb, 86679.0
LS-PBO, fast0507.opb, 187.0
DeciLS-PBO, fast0507.opb, 186.0
PBO-IHS, fast0507.opb, 174.0
Hybrid, fast0507.opb, N/A
SCIP, fast0507.opb, N/A
Gurobi(comp 1 thread), fast0507.opb, 174.0
Gurobi(heur 1 thread), fast0507.opb, 174.0
LS-PBO-dynamic, fast0507.opb, 174.0
FiberSCIP, fast0507.opb, 174.0
Gurobi(comp 32 thread), fast0507.opb, 174.0
Gurobi(heur 32 thread), fast0507.opb, 174.0
ParLS-PBO, fast0507.opb, 174.0
V1, fast0507.opb, 174.0
V2, fast0507.opb, 174.0
ParLS-PBO(4 thread), fast0507.opb, 174.0
ParLS-PBO(8 thread), fast0507.opb, 174.0
ParLS-PBO(16 thread), fast0507.opb, 174.0
LS-PBO, glass-sc.opb, 23.0
DeciLS-PBO, glass-sc.opb, 23.0
PBO-IHS, glass-sc.opb, 23.0
Hybrid, glass-sc.opb, 23.0
SCIP, glass-sc.opb, 23.0
Gurobi(comp 1 thread), glass-sc.opb, 23.0
Gurobi(heur 1 thread), glass-sc.opb, 23.0
LS-PBO-dynamic, glass-sc.opb, 23.0
FiberSCIP, glass-sc.opb, 23.0
Gurobi(comp 32 thread), glass-sc.opb, 23.0
Gurobi(heur 32 thread), glass-sc.opb, 23.0
ParLS-PBO, glass-sc.opb, 23.0
V1, glass-sc.opb, 23.0
V2, glass-sc.opb, 23.0
ParLS-PBO(4 thread), glass-sc.opb, 23.0
ParLS-PBO(8 thread), glass-sc.opb, 23.0
ParLS-PBO(16 thread), glass-sc.opb, 23.0
LS-PBO, go19.opb, 84.0
DeciLS-PBO, go19.opb, 84.0
PBO-IHS, go19.opb, 84.0
Hybrid, go19.opb, 84.0
SCIP, go19.opb, 84.0
Gurobi(comp 1 thread), go19.opb, 84.0
Gurobi(heur 1 thread), go19.opb, 84.0
LS-PBO-dynamic, go19.opb, 84.0
FiberSCIP, go19.opb, 84.0
Gurobi(comp 32 thread), go19.opb, 84.0
Gurobi(heur 32 thread), go19.opb, 84.0
ParLS-PBO, go19.opb, 84.0
V1, go19.opb, 84.0
V2, go19.opb, 84.0
ParLS-PBO(4 thread), go19.opb, 84.0
ParLS-PBO(8 thread), go19.opb, 84.0
ParLS-PBO(16 thread), go19.opb, 84.0
LS-PBO, graph20-20-1rand.opb, -9.0
DeciLS-PBO, graph20-20-1rand.opb, -9.0
PBO-IHS, graph20-20-1rand.opb, -9.0
Hybrid, graph20-20-1rand.opb, -9.0
SCIP, graph20-20-1rand.opb, -9.0
Gurobi(comp 1 thread), graph20-20-1rand.opb, -9.0
Gurobi(heur 1 thread), graph20-20-1rand.opb, -9.0
LS-PBO-dynamic, graph20-20-1rand.opb, -9.0
FiberSCIP, graph20-20-1rand.opb, -9.0
